Student id,Career,Faculty Group,Gender
2656,Undergraduate,MATH,Female
2657,Undergraduate,MATH,Male
2658,Undergraduate,MATH,Male
2659,Undergraduate,MATH,Male
2660,Undergraduate,MATH,Female
2661,Undergraduate,MATH,Male
2662,Undergraduate,MATH,Female
2663,Undergraduate,MATH,Male
2664,Undergraduate,MATH,Female
2665,Undergraduate,MATH,Male
2666,Undergraduate,MATH,Male
2667,Undergraduate,MATH,Male
2668,Undergraduate,MATH,Female
2669,Undergraduate,MATH,Male
2670,Undergraduate,MATH,Female
2671,Undergraduate,MATH,Male
2672,Undergraduate,MATH,Female
2673,Undergraduate,MATH,Male
2674,Undergraduate,MATH,Female
2675,Undergraduate,MATH,Female
2676,Undergraduate,MATH,Male
2677,Undergraduate,MATH,Female
2678,Undergraduate,MATH,Female
2679,Undergraduate,MATH,Female
2680,Undergraduate,MATH,Male
2681,Undergraduate,MATH,Female
2682,Undergraduate,MATH,Male
2683,Undergraduate,MATH,Male
2684,Undergraduate,MATH,Male
2685,Undergraduate,MATH,Female
2686,Undergraduate,MATH,Female
2687,Undergraduate,MATH,Male
2688,Undergraduate,MATH,Female
2689,Undergraduate,MATH,Female
2690,Undergraduate,MATH,Male
2691,Undergraduate,MATH,Male
2692,Undergraduate,MATH,Female
2693,Undergraduate,MATH,Male
2694,Undergraduate,MATH,Male
2695,Undergraduate,MATH,Female
2696,Undergraduate,MATH,Male
2697,Undergraduate,MATH,Female
2698,Undergraduate,MATH,Male
2699,Undergraduate,MATH,Female
2700,Undergraduate,MATH,Male
2701,Undergraduate,MATH,Male
2702,Undergraduate,MATH,Male
2703,Undergraduate,MATH,Female
2704,Undergraduate,MATH,Male
2705,Undergraduate,MATH,Female
2706,Undergraduate,MATH,Male
2707,Undergraduate,MATH,Male
2708,Undergraduate,MATH,Female
2709,Undergraduate,MATH,Male
2710,Undergraduate,MATH,Female
2711,Undergraduate,MATH,Male
2712,Undergraduate,MATH,Male
2713,Undergraduate,MATH,Male
2714,Undergraduate,MATH,Female
2715,Undergraduate,MATH,Male
2716,Undergraduate,MATH,Male
2717,Undergraduate,MATH,Female
2718,Undergraduate,MATH,Female
2719,Undergraduate,MATH,Male
2720,Undergraduate,MATH,Female
2721,Undergraduate,MATH,Male
2722,Undergraduate,MATH,Male
2723,Undergraduate,MATH,Male
2724,Undergraduate,MATH,Female
2725,Undergraduate,MATH,Male
2726,Undergraduate,MATH,Male
2727,Undergraduate,MATH,Female
2728,Undergraduate,MATH,Male
2729,Undergraduate,MATH,Female
2730,Undergraduate,MATH,Female
2731,Undergraduate,MATH,Male
2732,Undergraduate,MATH,Male
2733,Undergraduate,MATH,Female
2734,Undergraduate,MATH,Male
2735,Undergraduate,MATH,Male
2736,Undergraduate,MATH,Male
2737,Undergraduate,MATH,Female
2738,Undergraduate,MATH,Male
2739,Undergraduate,MATH,Male
2740,Undergraduate,MATH,Female
2741,Undergraduate,MATH,Female
2742,Undergraduate,MATH,Male
2743,Undergraduate,MATH,Female
2744,Undergraduate,MATH,Male
2745,Undergraduate,MATH,Male
2746,Undergraduate,MATH,Female
2747,Undergraduate,MATH,Male
2748,Undergraduate,MATH,Female
2749,Undergraduate,MATH,Male
2750,Undergraduate,MATH,Male
2751,Undergraduate,MATH,Female
2752,Undergraduate,MATH,Male
2753,Undergraduate,MATH,Female
2754,Undergraduate,MATH,Male
2755,Undergraduate,MATH,Female
2756,Undergraduate,MATH,Male
2757,Undergraduate,MATH,Male
2758,Undergraduate,MATH,Female
2759,Undergraduate,MATH,Male
2760,Undergraduate,MATH,Female
2761,Undergraduate,MATH,Male
2762,Undergraduate,MATH,Female
2763,Undergraduate,MATH,Male
2764,Undergraduate,MATH,Male
2765,Undergraduate,MATH,Female
2766,Undergraduate,MATH,Female
2767,Undergraduate,MATH,Female
2768,Undergraduate,MATH,Male
2769,Undergraduate,MATH,Female
2770,Undergraduate,MATH,Male
2771,Undergraduate,MATH,Female
2772,Undergraduate,MATH,Male
2773,Undergraduate,MATH,Female
2774,Undergraduate,MATH,Male
2775,Undergraduate,MATH,Male
2776,Undergraduate,MATH,Female
2777,Undergraduate,MATH,Male
2778,Undergraduate,MATH,Female
2779,Undergraduate,MATH,Male
2780,Undergraduate,MATH,Male
2781,Undergraduate,MATH,Female
2782,Undergraduate,MATH,Male
2783,Undergraduate,MATH,Female
2784,Undergraduate,MATH,Male
2785,Undergraduate,MATH,Female
2786,Undergraduate,MATH,Male
2787,Undergraduate,MATH,Female
2788,Undergraduate,MATH,Male
2789,Undergraduate,SCI,Male
2790,Undergraduate,SCI,Female
2791,Undergraduate,SCI,Female
2792,Undergraduate,SCI,Female
2793,Undergraduate,SCI,Female
2794,Undergraduate,SCI,Male
2795,Undergraduate,SCI,Male
2796,Undergraduate,SCI,Female
2797,Undergraduate,SCI,Male
2798,Undergraduate,SCI,Female
2799,Undergraduate,SCI,Male
2800,Undergraduate,SCI,Female
2801,Undergraduate,SCI,Male
2802,Undergraduate,SCI,Female
2803,Undergraduate,SCI,Female
2804,Undergraduate,SCI,Female
2805,Undergraduate,SCI,Male
2806,Undergraduate,SCI,Female
2807,Undergraduate,SCI,Female
2808,Undergraduate,SCI,Male
2809,Undergraduate,SCI,Female
2810,Undergraduate,SCI,Male
2811,Undergraduate,SCI,Female
2812,Undergraduate,SCI,Male
2813,Undergraduate,SCI,Female
2814,Undergraduate,SCI,Female
2815,Undergraduate,SCI,Male
2816,Undergraduate,SCI,Female
2817,Undergraduate,SCI,Male
2818,Undergraduate,SCI,Female
2819,Undergraduate,SCI,Female
2820,Undergraduate,SCI,Male
2821,Undergraduate,SCI,Female
2822,Undergraduate,SCI,Male
2823,Undergraduate,SCI,Female
2824,Undergraduate,SCI,Male
2825,Undergraduate,SCI,Female
2826,Undergraduate,SCI,Male
2827,Undergraduate,SCI,Female
2828,Undergraduate,SCI,Male
2829,Undergraduate,SCI,Female
2830,Undergraduate,SCI,Male
2831,Undergraduate,SCI,Female
2832,Undergraduate,SCI,Male
2833,Undergraduate,SCI,Male
2834,Undergraduate,SCI,Male
2835,Undergraduate,SCI,Female
2836,Undergraduate,SCI,Male
2837,Undergraduate,SCI,Male
2838,Undergraduate,SCI,Female
2839,Undergraduate,SCI,Male
2840,Undergraduate,SCI,Female
2841,Undergraduate,SCI,Male
2842,Undergraduate,SCI,Male
2843,Undergraduate,SCI,Male
2844,Undergraduate,SCI,Male
2845,Undergraduate,SCI,Female
2846,Undergraduate,SCI,Male
2847,Undergraduate,SCI,Male
2848,Undergraduate,SCI,Female
2849,Undergraduate,SCI,Female
2850,Undergraduate,SCI,Female
2851,Undergraduate,SCI,Female
2852,Undergraduate,SCI,Male
2853,Undergraduate,SCI,Female
2854,Undergraduate,SCI,Male
2855,Undergraduate,SCI,Female
2856,Undergraduate,SCI,Male
2857,Undergraduate,SCI,Male
2858,Undergraduate,SCI,Male
2859,Undergraduate,SCI,Female
2860,Undergraduate,SCI,Male
2861,Undergraduate,SCI,Female
2862,Undergraduate,SCI,Male
2863,Undergraduate,SCI,Male
2864,Undergraduate,SCI,Female
2865,Undergraduate,SCI,Male
2866,Undergraduate,SCI,Male
2867,Undergraduate,SCI,Male
2868,Undergraduate,SCI,Male
2869,Undergraduate,SCI,Male
2870,Undergraduate,SCI,Male
2871,Undergraduate,SCI,Male
2872,Undergraduate,SCI,Male
2873,Undergraduate,SCI,Female
2874,Undergraduate,SCI,Male
2875,Undergraduate,SCI,Male
2876,Undergraduate,SCI,Female
2877,Undergraduate,SCI,Male
2878,Undergraduate,SCI,Female
2879,Undergraduate,SCI,Male
2880,Undergraduate,SCI,Male
2881,Undergraduate,SCI,Female
2882,Undergraduate,SCI,Male
2883,Undergraduate,SCI,Female
2884,Undergraduate,SCI,Male
2885,Undergraduate,SCI,Female
2886,Undergraduate,SCI,Male
2887,Undergraduate,SCI,Female
2888,Undergraduate,SCI,Male
2889,Undergraduate,SCI,Female
2890,Undergraduate,SCI,Female
2891,Undergraduate,SCI,Male
2892,Undergraduate,SCI,Female
2893,Undergraduate,SCI,Male
2894,Undergraduate,SCI,Female
2895,Undergraduate,SCI,Male
2896,Undergraduate,SCI,Male
2897,Undergraduate,SE,Male
2898,Undergraduate,SE,Male
2899,Undergraduate,SE,Female
2900,Undergraduate,SE,Male
2901,Undergraduate,SE,Female
2902,Undergraduate,SE,Male
2903,Undergraduate,ARTS,Male
2904,Undergraduate,ARTS,Female
2905,Graduate,ENG,Male
2906,Graduate,THL,Female
2907,Graduate,THL,Male
2908,Graduate,THL,Female
2909,Graduate,THL,Male
2910,Graduate,THL,Female
2911,Graduate,AHS,Male
2912,Graduate,AHS,Female
2913,Graduate,AHS,Female
2914,Graduate,AHS,Female
2915,Graduate,AHS,Male
2916,Graduate,AHS,Female
2917,Graduate,AHS,Male
2918,Graduate,AHS,Female
2919,Graduate,AHS,Male
2920,Graduate,AHS,Male
2921,Graduate,AHS,Female
2922,Graduate,AHS,Female
2923,Graduate,AHS,Male
2924,Graduate,AHS,Female
2925,Graduate,AHS,Female
2926,Graduate,AHS,Male
2927,Graduate,AHS,Female
2928,Graduate,AHS,Female
2929,Graduate,AHS,Female
2930,Graduate,AHS,Male
2931,Graduate,AHS,Female
2932,Graduate,ARTS,Male
2933,Graduate,ARTS,Female
2934,Graduate,ARTS,Male
2935,Graduate,ARTS,Female
2936,Graduate,ARTS,Female
2937,Graduate,ARTS,Male
2938,Graduate,ARTS,Female
2939,Graduate,ARTS,Male
2940,Graduate,ARTS,Female
2941,Graduate,ARTS,Male
2942,Graduate,ARTS,Female
2943,Graduate,ARTS,Male
2944,Graduate,ARTS,Female
2945,Graduate,ARTS,Male
2946,Graduate,ARTS,Female
2947,Graduate,ARTS,Male
2948,Graduate,ARTS,Female
2949,Graduate,ARTS,Female
2950,Graduate,ARTS,Male
2951,Graduate,ARTS,Female
2952,Graduate,ARTS,Male
2953,Graduate,ARTS,Female
2954,Graduate,ARTS,Female
2955,Graduate,ARTS,Female
2956,Graduate,ARTS,Female
2957,Graduate,ARTS,Male
2958,Graduate,ARTS,Female
2959,Graduate,ARTS,Female
2960,Graduate,ARTS,Male
2961,Graduate,ARTS,Female
2962,Graduate,ARTS,Female
2963,Graduate,ARTS,Male
2964,Graduate,ARTS,Female
2965,Graduate,ARTS,Male
2966,Graduate,ARTS,Male
2967,Graduate,ARTS,Male
2968,Graduate,ARTS,Female
2969,Graduate,ARTS,Male
2970,Graduate,ARTS,Female
2971,Graduate,ARTS,Male
2972,Graduate,ARTS,Female
2973,Graduate,ARTS,Male
2974,Graduate,ARTS,Female
2975,Graduate,ARTS,Male
2976,Graduate,ARTS,Female
2977,Graduate,ARTS,Male
2978,Graduate,ARTS,Female
2979,Graduate,ARTS,Male
2980,Graduate,ARTS,Female
2981,Graduate,ARTS,Male
2982,Graduate,ARTS,Female
2983,Graduate,ARTS,Male
2984,Graduate,ARTS,Male
2985,Graduate,ARTS,Female
2986,Graduate,ARTS,Male
2987,Graduate,ARTS,Female
2988,Graduate,ARTS,Female
2989,Graduate,ARTS,Female
2990,Graduate,ARTS,Female
2991,Graduate,ARTS,Male
2992,Graduate,ARTS,Female
2993,Graduate,ARTS,Female
2994,Graduate,ARTS,Female
2995,Graduate,ARTS,Female
2996,Graduate,ARTS,Female
2997,Graduate,ARTS,Male
2998,Graduate,ARTS,Female
2999,Graduate,ARTS,Female
3000,Graduate,ARTS,Male
3001,Graduate,ARTS,Female
3002,Graduate,ARTS,Male
3003,Graduate,ARTS,Female
3004,Graduate,ARTS,Male
3005,Graduate,ARTS,Female
3006,Graduate,ARTS,Female
3007,Graduate,ARTS,Male
3008,Graduate,ARTS,Female
3009,Graduate,ARTS,Female
3010,Graduate,ENG,Male
3011,Graduate,ENG,Female
3012,Graduate,ENG,Male
3013,Graduate,ENG,Female
3014,Graduate,ENG,Male
3015,Graduate,ENG,Male
3016,Graduate,ENG,Female
3017,Graduate,ENG,Male
3018,Graduate,ENG,Female
3019,Graduate,ENG,Male
3020,Graduate,ENG,Female
3021,Graduate,ENG,Male
3022,Graduate,ENG,Female
3023,Graduate,ENG,Male
3024,Graduate,ENG,Female
3025,Graduate,ENG,Male
3026,Graduate,ENG,Female
3027,Graduate,ENG,Male
3028,Graduate,ENG,Female
3029,Graduate,ENG,Male
3030,Graduate,ENG,Female
3031,Graduate,ENG,Male
3032,Graduate,ENG,Female
3033,Graduate,ENG,Male
3034,Graduate,ENG,Male
3035,Graduate,ENG,Female
3036,Graduate,ENG,Male
3037,Graduate,ENG,Female
3038,Graduate,ENG,Male
3039,Graduate,ENG,Female
3040,Graduate,ENG,Male
3041,Graduate,ENG,Female
3042,Graduate,ENG,Male
3043,Graduate,ENG,Female
3044,Graduate,ENG,Male
3045,Graduate,ENG,Female
3046,Graduate,ENG,Male
3047,Graduate,ENG,Female
3048,Graduate,ENG,Male
3049,Graduate,ENG,Female
3050,Graduate,ENG,Male
3051,Graduate,ENG,Female
3052,Graduate,ENG,Male
3053,Graduate,ENG,Female
3054,Graduate,ENG,Male
3055,Graduate,ENG,Female
3056,Graduate,ENG,Male
3057,Graduate,ENG,Female
3058,Graduate,ENG,Male
3059,Graduate,ENG,Female
3060,Graduate,ENG,Male
3061,Graduate,ENG,Female
3062,Graduate,ENG,Male
3063,Graduate,ENG,Female
3064,Graduate,ENG,Male
3065,Graduate,ENG,Female
3066,Graduate,ENG,Male
3067,Graduate,ENG,Female
3068,Graduate,ENG,Male
3069,Graduate,ENG,Female
3070,Graduate,ENG,Male
3071,Graduate,ENG,Female
3072,Graduate,ENG,Male
3073,Graduate,ENG,Female
3074,Graduate,ENG,Male
3075,Graduate,ENG,Female
3076,Graduate,ENG,Male
3077,Graduate,ENG,Male
3078,Graduate,ENG,Female
3079,Graduate,ENG,Male
3080,Graduate,ENG,Male
3081,Graduate,ENG,Female
3082,Graduate,ENG,Male
3083,Graduate,ENG,Female
3084,Graduate,ENG,Male
3085,Graduate,ENG,Female
3086,Graduate,ENG,Male
3087,Graduate,ENG,Female
3088,Graduate,ENG,Male
3089,Graduate,ENV,Male
3090,Graduate,ENV,Female
3091,Graduate,ENV,Male
3092,Graduate,ENV,Female
3093,Graduate,ENV,Male
3094,Graduate,ENV,Female
3095,Graduate,ENV,Male
3096,Graduate,ENV,Female
3097,Graduate,ENV,Male
3098,Graduate,ENV,Female
3099,Graduate,ENV,Male
3100,Graduate,ENV,Female
3101,Graduate,ENV,Male
3102,Graduate,ENV,Female
3103,Graduate,ENV,Female
3104,Graduate,ENV,Male
3105,Graduate,ENV,Female
3106,Graduate,ENV,Male
3107,Graduate,ENV,Female
3108,Graduate,ENV,Male
3109,Graduate,ENV,Female
3110,Graduate,ENV,Male
3111,Graduate,ENV,Female
3112,Graduate,ENV,Male
3113,Graduate,ENV,Female
3114,Graduate,ENV,Male
3115,Graduate,ENV,Female
3116,Graduate,ENV,Female
3117,Graduate,ENV,Female
3118,Graduate,ENV,Male
3119,Graduate,ENV,Female
3120,Graduate,ENV,Female
3121,Graduate,MATH,Male
3122,Graduate,MATH,Female
3123,Graduate,MATH,Male
3124,Graduate,MATH,Female
3125,Graduate,MATH,Male
3126,Graduate,MATH,Female
3127,Graduate,MATH,Male
3128,Graduate,MATH,Female
3129,Graduate,MATH,Male
3130,Graduate,MATH,Male
3131,Graduate,MATH,Female
3132,Graduate,MATH,Male
3133,Graduate,MATH,Female
3134,Graduate,MATH,Male
3135,Graduate,MATH,Female
3136,Graduate,MATH,Male
3137,Graduate,MATH,Male
3138,Graduate,MATH,Female
3139,Graduate,MATH,Male
3140,Graduate,MATH,Male
3141,Graduate,MATH,Female
3142,Graduate,MATH,Male
3143,Graduate,MATH,Female
3144,Graduate,MATH,Male
3145,Graduate,MATH,Female
3146,Graduate,MATH,Male
3147,Graduate,MATH,Female
3148,Graduate,MATH,Male
3149,Graduate,MATH,Male
3150,Graduate,MATH,Female
3151,Graduate,MATH,Male
3152,Graduate,MATH,Female
3153,Graduate,MATH,Male
3154,Graduate,MATH,Female
3155,Graduate,MATH,Male
3156,Graduate,MATH,Female
3157,Graduate,MATH,Female
3158,Graduate,MATH,Male
3159,Graduate,MATH,Female
3160,Graduate,SCI,Male
3161,Graduate,SCI,Female
3162,Graduate,SCI,Female
3163,Graduate,SCI,Male
3164,Graduate,SCI,Female
3165,Graduate,SCI,Male
3166,Graduate,SCI,Female
3167,Graduate,SCI,Male
3168,Graduate,SCI,Female
3169,Graduate,SCI,Male
3170,Graduate,SCI,Female
3171,Graduate,SCI,Male
3172,Graduate,SCI,Female
3173,Graduate,SCI,Male
3174,Graduate,SCI,Female
3175,Graduate,SCI,Male
3176,Graduate,SCI,Female
3177,Graduate,SCI,Male
3178,Graduate,SCI,Female
3179,Graduate,SCI,Male
3180,Graduate,SCI,Female
3181,Graduate,SCI,Male
3182,Graduate,SCI,Female
3183,Graduate,SCI,Male
3184,Graduate,SCI,Female
3185,Graduate,SCI,Male
3186,Graduate,SCI,Male
3187,Graduate,SCI,Female
3188,Graduate,SCI,Male
3189,Graduate,SCI,Female
3190,Graduate,SCI,Male
3191,Graduate,SCI,Female
3192,Graduate,SCI,Male
3193,Graduate,SCI,Female
3194,Graduate,SCI,Male
3195,Undergraduate,ARTS,Female
3196,Undergraduate,ARTS,Male
3197,Undergraduate,ARTS,Female
3198,Undergraduate,ARTS,Female
3199,Undergraduate,ARTS,Female
3200,Undergraduate,ARTS,Male
3201,Undergraduate,ARTS,Female
3202,Undergraduate,ARTS,Female
3203,Undergraduate,ARTS,Female
3204,Undergraduate,MATH,Male
3205,Undergraduate,MATH,Male
3206,Undergraduate,MATH,Female
3207,Undergraduate,MATH,Male
3208,Undergraduate,MATH,Male
3209,Undergraduate,MATH,Male
3210,Undergraduate,MATH,Female
3211,Undergraduate,MATH,Male
3212,Undergraduate,MATH,Female
3213,Undergraduate,MATH,Female
3214,Undergraduate,MATH,Male
3215,Undergraduate,MATH,Female
3216,Undergraduate,MATH,Female
3217,Undergraduate,AHS,Female
3218,Undergraduate,AHS,Female
3219,Undergraduate,AHS,Male
3220,Undergraduate,ARTS,Female
3221,Undergraduate,ARTS,Male
3222,Undergraduate,ARTS,Female
3223,Undergraduate,ARTS,Male
3224,Undergraduate,ARTS,Female
3225,Undergraduate,ARTS,Male
3226,Undergraduate,ARTS,Female
3227,Undergraduate,ARTS,Male
3228,Undergraduate,ARTS,Female
3229,Undergraduate,ARTS,Female
3230,Undergraduate,ARTS,Female
3231,Undergraduate,ARTS,Male
3232,Undergraduate,ARTS,Male
3233,Undergraduate,ARTS,Female
3234,Undergraduate,ARTS,Female
3235,Undergraduate,ARTS,Male
3236,Undergraduate,ARTS,Male
3237,Undergraduate,ARTS,Female
3238,Undergraduate,ARTS,Female
3239,Undergraduate,ARTS,Female
3240,Undergraduate,CFM,Female
3241,Undergraduate,ENG,Male
3242,Undergraduate,ENG,Female
3243,Undergraduate,ENG,Male
3244,Undergraduate,ENG,Female
3245,Undergraduate,ENG,Male
3246,Undergraduate,ENG,Female
3247,Undergraduate,ENG,Male
3248,Undergraduate,ENG,Female
3249,Undergraduate,ENG,Male
3250,Undergraduate,ENG,Female
3251,Undergraduate,ENG,Male
3252,Undergraduate,ENG,Female
3253,Undergraduate,ENG,Male
3254,Undergraduate,ENG,Female
3255,Undergraduate,ENG,Male
3256,Undergraduate,ENG,Female
3257,Undergraduate,ENG,Male
3258,Undergraduate,ENG,Female
3259,Undergraduate,ENG,Male
3260,Undergraduate,ENG,Female
3261,Undergraduate,ENG,Male
3262,Undergraduate,ENG,Female
3263,Undergraduate,ENG,Male
3264,Undergraduate,ENG,Female
3265,Undergraduate,ENG,Male
3266,Undergraduate,ENG,Female
3267,Undergraduate,ENG,Male
3268,Undergraduate,ENG,Female
3269,Undergraduate,ENG,Male
3270,Undergraduate,ENG,Female
3271,Undergraduate,ENG,Male
3272,Undergraduate,ENG,Female
3273,Undergraduate,ENG,Male
3274,Undergraduate,ENG,Female
3275,Undergraduate,ENG,Male
3276,Undergraduate,ENG,Male
3277,Undergraduate,ENG,Female
3278,Undergraduate,ENG,Male
3279,Undergraduate,ENG,Female
3280,Undergraduate,ENG,Male
3281,Undergraduate,ENG,Female
3282,Undergraduate,ENG,Male
3283,Undergraduate,ENG,Female
3284,Undergraduate,ENG,Male
3285,Undergraduate,ENG,Female
3286,Undergraduate,ENG,Male
3287,Undergraduate,ENG,Male
3288,Undergraduate,ENG,Female
3289,Undergraduate,ENG,Male
3290,Undergraduate,ENG,Male
3291,Undergraduate,ENG,Female
3292,Undergraduate,ENG,Male
3293,Undergraduate,ENG,Female
3294,Undergraduate,ENG,Male
3295,Undergraduate,ENG,Female
3296,Undergraduate,ENG,Male
3297,Undergraduate,ENG,Female
3298,Undergraduate,ENG,Male
3299,Undergraduate,ENG,Female
3300,Undergraduate,ENG,Male
3301,Undergraduate,ENG,Female
3302,Undergraduate,ENG,Male
3303,Undergraduate,ENG,Female
3304,Undergraduate,ENG,Male
3305,Undergraduate,ENG,Female
3306,Undergraduate,ENG,Male
3307,Undergraduate,ENG,Male
3308,Undergraduate,ENG,Female
3309,Undergraduate,ENG,Male
3310,Undergraduate,ENG,Male
3311,Undergraduate,ENG,Male
3312,Undergraduate,ENG,Female
3313,Undergraduate,ENG,Male
3314,Undergraduate,ENG,Female
3315,Undergraduate,ENG,Male
3316,Undergraduate,ENG,Female
3317,Undergraduate,ENG,Male
3318,Undergraduate,ENG,Female
3319,Undergraduate,ENG,Male
3320,Undergraduate,ENG,Male
3321,Undergraduate,ENG,Male
3322,Undergraduate,ENV,Female
3323,Undergraduate,ENV,Male
3324,Undergraduate,ENV,Male
3325,Undergraduate,ENV,Male
3326,Undergraduate,ENV,Female
3327,Undergraduate,MATH,Male
3328,Undergraduate,MATH,Female
3329,Undergraduate,MATH,Male
3330,Undergraduate,MATH,Female
3331,Undergraduate,MATH,Male
3332,Undergraduate,MATH,Female
3333,Undergraduate,MATH,Male
3334,Undergraduate,MATH,Female
3335,Undergraduate,MATH,Male
3336,Undergraduate,MATH,Female
3337,Undergraduate,MATH,Male
3338,Undergraduate,MATH,Female
3339,Undergraduate,MATH,Male
3340,Undergraduate,MATH,Female
3341,Undergraduate,MATH,Male
3342,Undergraduate,MATH,Female
3343,Undergraduate,MATH,Male
3344,Undergraduate,MATH,Female
3345,Undergraduate,MATH,Male
3346,Undergraduate,MATH,Male
3347,Undergraduate,MATH,Female
3348,Undergraduate,MATH,Male
3349,Undergraduate,MATH,Male
3350,Undergraduate,MATH,Male
3351,Undergraduate,MATH,Female
3352,Undergraduate,MATH,Male
3353,Undergraduate,MATH,Female
3354,Undergraduate,MATH,Male
3355,Undergraduate,MATH,Male
3356,Undergraduate,MATH,Female
3357,Undergraduate,MATH,Male
3358,Undergraduate,MATH,Female
3359,Undergraduate,MATH,Female
3360,Undergraduate,MATH,Male
3361,Undergraduate,MATH,Female
3362,Undergraduate,MATH,Male
3363,Undergraduate,MATH,Female
3364,Undergraduate,MATH,Male
3365,Undergraduate,MATH,Female
3366,Undergraduate,MATH,Female
3367,Undergraduate,MATH,Male
3368,Undergraduate,MATH,Male
3369,Undergraduate,MATH,Female
3370,Undergraduate,MATH,Male
3371,Undergraduate,MATH,Female
3372,Undergraduate,MATH,Male
3373,Undergraduate,MATH,Female
3374,Undergraduate,MATH,Male
3375,Undergraduate,MATH,Male
3376,Undergraduate,MATH,Female
3377,Undergraduate,MATH,Male
3378,Undergraduate,MATH,Female
3379,Undergraduate,MATH,Male
3380,Undergraduate,MATH,Female
3381,Undergraduate,MATH,Male
3382,Undergraduate,SCI,Female
3383,Undergraduate,SCI,Female
3384,Undergraduate,SCI,Male
3385,Undergraduate,SCI,Male
3386,Undergraduate,SCI,Female
3387,Undergraduate,SCI,Male
3388,Undergraduate,SCI,Female
3389,Undergraduate,SCI,Female
3390,Undergraduate,SCI,Male
3391,Undergraduate,SCI,Female
3392,Undergraduate,SCI,Male
3393,Undergraduate,SCI,Female
3394,Undergraduate,SCI,Male
3395,Undergraduate,SCI,Male
3396,Undergraduate,SCI,Female
3397,Undergraduate,SCI,Male
3398,Undergraduate,SCI,Male
3399,Undergraduate,SCI,Male
3400,Undergraduate,SCI,Female
3401,Undergraduate,SE,Male
3402,Undergraduate,SE,Female
3403,Undergraduate,SE,Male
3404,Undergraduate,SE,Female
3405,Undergraduate,SE,Male
3406,Undergraduate,SE,Female
3407,Undergraduate,ARTS,Male
3408,Undergraduate,ARTS,Female
3409,Undergraduate,ARTS,Female
3410,Undergraduate,ARTS,Female
3411,Undergraduate,ARTS,Female
3412,Undergraduate,ARTS,Female
3413,Undergraduate,ARTS,Male
3414,Undergraduate,ARTS,Female
3415,Undergraduate,ARTS,Male
3416,Undergraduate,ARTS,Female
3417,Undergraduate,ARTS,Male
3418,Undergraduate,ARTS,Female
3419,Undergraduate,ARTS,Male
3420,Undergraduate,ARTS,Male
3421,Undergraduate,ARTS,Female
3422,Undergraduate,ARTS,Male
3423,Undergraduate,ARTS,Male
3424,Undergraduate,ARTS,Female
3425,Undergraduate,ARTS,Female
3426,Undergraduate,ARTS,Male
3427,Undergraduate,ARTS,Female
3428,Undergraduate,ARTS,Female
3429,Undergraduate,ARTS,Female
3430,Undergraduate,ARTS,Male
3431,Undergraduate,ARTS,Female
3432,Undergraduate,ARTS,Male
3433,Undergraduate,ARTS,Female
3434,Undergraduate,ARTS,Male
3435,Undergraduate,ARTS,Female
3436,Undergraduate,ARTS,Female
3437,Undergraduate,ARTS,Male
3438,Undergraduate,ARTS,Male
3439,Undergraduate,ARTS,Female
3440,Undergraduate,ARTS,Female
3441,Undergraduate,ARTS,Female
3442,Undergraduate,ARTS,Female
3443,Undergraduate,ARTS,Male
3444,Undergraduate,ARTS,Female
3445,Undergraduate,ARTS,Female
3446,Undergraduate,MATH,Female
3447,Undergraduate,MATH,Male
3448,Undergraduate,MATH,Female
3449,Undergraduate,MATH,Male
3450,Undergraduate,MATH,Female
3451,Undergraduate,MATH,Male
3452,Undergraduate,MATH,Female
3453,Undergraduate,MATH,Female
3454,Undergraduate,MATH,Female
3455,Undergraduate,MATH,Male
3456,Undergraduate,MATH,Male
3457,Undergraduate,MATH,Male
3458,Undergraduate,MATH,Male
3459,Undergraduate,MATH,Male
3460,Undergraduate,MATH,Male
3461,Undergraduate,MATH,Female
3462,Undergraduate,MATH,Male
3463,Undergraduate,MATH,Female
3464,Undergraduate,MATH,Male
3465,Undergraduate,MATH,Male
3466,Undergraduate,MATH,Female
3467,Undergraduate,MATH,Male
3468,Undergraduate,MATH,Male
3469,Undergraduate,MATH,Female
3470,Undergraduate,MATH,Male
3471,Undergraduate,MATH,Female
3472,Undergraduate,MATH,Male
3473,Undergraduate,MATH,Female
3474,Undergraduate,MATH,Male
3475,Undergraduate,MATH,Female
3476,Undergraduate,MATH,Male
3477,Undergraduate,MATH,Female
3478,Undergraduate,MATH,Male
3479,Undergraduate,MATH,Male
3480,Undergraduate,MATH,Male
3481,Undergraduate,MATH,Male
3482,Undergraduate,MATH,Male
3483,Undergraduate,MATH,Female
3484,Undergraduate,MATH,Female
3485,Undergraduate,MATH,Male
3486,Undergraduate,MATH,Male
3487,Undergraduate,MATH,Female
3488,Undergraduate,AHS,Male
3489,Undergraduate,AHS,Female
3490,Undergraduate,AHS,Male
3491,Undergraduate,AHS,Female
3492,Undergraduate,AHS,Male
3493,Undergraduate,AHS,Male
3494,Undergraduate,AHS,Female
3495,Undergraduate,AHS,Male
3496,Undergraduate,AHS,Female
3497,Undergraduate,AHS,Male
3498,Undergraduate,AHS,Female
3499,Undergraduate,AHS,Male
3500,Undergraduate,AHS,Female
3501,Undergraduate,AHS,Male
3502,Undergraduate,AHS,Female
3503,Undergraduate,AHS,Male
